Address,Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,City,District,class
"Xã Đại Thành, Quốc Oai, Hà Nội",45.0,4.3,5.0,3.0,3,3,Have certificate,Full,2.65,Hà Nội,Quốc Oai,0.0
"Đường Thống Nhất, Phường 16, Gò Vấp, Hồ Chí Minh",40.0,3.5,4.0,4.0,4,3,Have certificate,Full,5.6,Hồ Chí Minh,Gò Vấp,1.0
"Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",65.0,3.2,3.0,3.0,4,4,Have certificate,No furnishings,10.0,Hồ Chí Minh,Quận 3,1.0
"Đường Huỳnh Văn Nghệ, Phường Bửu Long, Biên Hòa, Đồng Nai.",84.0,4.3,8.0,2.0,3,2,Have certificate,Full,2.45,Đồng Nai,Biên Hòa,0.0
"Dự án Centa Riverside, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",135.0,9.0,12.0,3.0,4,5,Sale contract,No furnishings,7.55,Bắc Ninh,Từ Sơn,1.0
"Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",60.0,6.0,3.5,4.0,4,4,Have certificate,Basic,8.0,Hồ Chí Minh,Quận 10,1.0
"Đường Dương Công Khi, Xã Tân Hiệp, Hóc Môn, Hồ Chí Minh",177.0,6.1,5.0,2.0,3,4,Have certificate,Basic,5.46,Hồ Chí Minh,Hóc Môn,0.0
"Đường Hùng Vương, Xã Vĩnh Thanh, Nhơn Trạch, Đồng Nai",100.0,6.0,5.0,2.0,2,1,Have certificate,Full,2.7,Đồng Nai,Nhơn Trạch,0.0
"Phường Phúc Đồng, Long Biên, Hà Nội",45.0,4.1,5.0,5.0,4,3,Sale contract,Full,4.45,Hà Nội,Long Biên,1.0
"Đường An Dương Vương, Phường 16, Quận 8, Hồ Chí Minh",84.0,7.0,10.0,3.0,8,6,Have certificate,No furnishings,6.5,Hồ Chí Minh,Quận 8,1.0
"Phường An Phú, Quận 2, Hồ Chí Minh",80.0,4.4,6.0,3.0,5,5,Have certificate,Basic,6.9,Hồ Chí Minh,Quận 2,1.0
"Phường Phước Bình, Quận 9, Hồ Chí Minh",70.0,4.0,8.0,4.0,5,1,Have certificate,No furnishings,7.5,Hồ Chí Minh,Quận 9,1.0
"Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",58.0,4.0,4.0,3.0,3,3,Have certificate,Full,6.39,Hồ Chí Minh,Tân Phú,1.0
"Xã Kim Nỗ, Đông Anh, Hà Nội",67.0,6.2,3.0,3.0,3,3,Have certificate,Full,4.5,Hà Nội,Đông Anh,0.0
"Phường Thạch Bàn, Long Biên, Hà Nội",60.0,5.1,3.0,4.0,4,4,Have certificate,Basic,4.5,Hà Nội,Long Biên,1.0
"Dự án Waterpoint, Đường Tỉnh lộ 824, Xã An Thạnh, Bến Lức, Long An",90.0,6.0,12.0,2.0,4,3,Sale contract,No furnishings,3.3,Long An,Bến Lức,0.0
"Đường Hiệp Bình, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",52.0,4.0,8.0,3.0,4,4,Sale contract,No furnishings,5.3,Hồ Chí Minh,Thủ Đức,1.0
"386/24A Núi Thành, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",124.0,4.4,5.0,1.0,4,2,Sale contract,No furnishings,6.3,Đà Nẵng,Hải Châu,0.0
"Đường Hoà Phú 28, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",92.5,6.0,6.0,3.0,3,4,Have certificate,No furnishings,6.95,Đà Nẵng,Liên Chiểu,1.0
"Đường Kinh Dương Vương, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",94.0,5.7,4.0,5.0,4,3,Have certificate,No furnishings,4.8,Hồ Chí Minh,Bình Tân,1.0
"Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Hồ Chí Minh",45.5,3.7,3.0,3.0,3,3,Sale contract,Full,3.25,Hồ Chí Minh,Quận 3,0.0
"Phường Biên Giang, Hà Đông, Hà Nội",35.0,3.75,3.0,4.0,3,3,Have certificate,Basic,2.5,Hà Nội,Hà Đông,1.0
"Xuân Thiều 25, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",85.0,6.08,4.0,2.0,3,2,Have certificate,Basic,2.55,Đà Nẵng,Liên Chiểu,0.0
"Đường 182, Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",71.0,4.4,4.0,2.0,2,2,Have certificate,Basic,4.9,Hồ Chí Minh,Thủ Đức,0.0
"Phường Quan Hoa, Cầu Giấy, Hà Nội",43.0,3.6,4.0,4.0,2,3,Have certificate,Basic,8.65,Hà Nội,Cầu Giấy,1.0
"Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội",39.0,4.6,3.0,4.0,3,4,Have certificate,No furnishings,10.0,Hà Nội,Hà Đông,1.0
"Đường 53, Phường 14, Gò Vấp, Hồ Chí Minh",64.0,5.0,10.0,4.0,4,5,Have certificate,No furnishings,8.0,Hồ Chí Minh,Gò Vấp,1.0
"Số 22 Đường Số 1, Xã Bình An, Thủ Thừa, Long An",100.0,4.4,6.0,1.0,1,1,Have certificate,No furnishings,1.7,Long An,Thủ Thừa,0.0
"Đường Số 8, Phường 11, Gò Vấp, Hồ Chí Minh",88.6,8.0,3.0,3.0,3,4,Have certificate,No furnishings,9.5,Hồ Chí Minh,Gò Vấp,1.0
"Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",24.0,4.0,3.0,4.0,2,3,Have certificate,Full,4.28,Hà Nội,Đống Đa,1.0
"95 Cầu Giấy, Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",40.0,4.0,5.0,1.0,1,1,Have certificate,Basic,7.0,Hà Nội,Cầu Giấy,0.0
"Xã Mai Lâm, Đông Anh, Hà Nội",52.0,5.0,5.0,4.0,3,1,Sale contract,No furnishings,4.2,Hà Nội,Đông Anh,0.0
"Đường Hoà Phú 28, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",92.0,5.0,6.0,3.0,4,4,Have certificate,No furnishings,6.95,Đà Nẵng,Liên Chiểu,1.0
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",102.6,7.0,3.0,1.0,2,2,Have certificate,Full,5.6,Hồ Chí Minh,Quận 7,0.0
"Đường Khánh An 9, Phường Hòa Khánh Nam, Liên Chiểu, Đà Nẵng",150.0,7.5,5.5,3.0,4,4,Have certificate,Full,5.0,Đà Nẵng,Liên Chiểu,0.0
"Phường 13, Phú Nhuận, Hồ Chí Minh",62.0,4.3,5.0,5.0,5,1,Have certificate,Full,8.9,Hồ Chí Minh,Phú Nhuận,1.0
"Đường Huỳnh Văn Nghệ, Phường Bửu Long, Biên Hòa, Đồng Nai",198.5,9.0,10.0,2.0,4,3,Have certificate,Full,8.0,Đồng Nai,Biên Hòa,0.0
"Chúc Sơn, Chương Mỹ, Hà Nội",31.0,4.4,5.0,3.0,3,3,Have certificate,Full,2.48,Hà Nội,Chương Mỹ,0.0
"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",60.0,4.0,8.0,3.0,4,5,Have certificate,No furnishings,7.45,Hồ Chí Minh,Thủ Đức,1.0
"Ngõ 121.48, Đường Kim Ngưu, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",56.0,6.0,5.0,4.0,4,4,Have certificate,Full,7.15,Hà Nội,Hai Bà Trưng,1.0
"Đường Võ Văn Kiệt, Phường Cầu Kho, Quận 1, Hồ Chí Minh",54.0,4.85,2.0,2.0,3,2,Have certificate,Basic,7.5,Hồ Chí Minh,Quận 1,0.0
"Ngõ 291, Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",30.0,3.25,5.0,5.0,3,4,Have certificate,No furnishings,4.25,Hà Nội,Hà Đông,1.0
"Dự án La Vida Residences, Đường 3/2, Phường 12, Vũng Tàu, Bà Rịa Vũng Tàu",78.5,5.0,11.5,4.0,4,4,Sale contract,No furnishings,4.9,Bà Rịa Vũng Tàu,Vũng Tàu,1.0
"Dự án Centa City Hải Phòng, Đường 359, Xã Dương Quan, Thủy Nguyên, Hải Phòng",75.0,5.0,12.0,3.0,4,4,Have certificate,No furnishings,4.25,Hải Phòng,Thủy Nguyên,1.0
"Dự án PiCity Sky Park, Đường Bình Đường, Phường An Bình, Dĩ An, Bình Dương",108.0,4.4,5.0,2.0,4,2,Have certificate,No furnishings,7.7,Bình Dương,Dĩ An,0.0
"Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh",58.0,4.0,4.0,4.0,5,5,Have certificate,Full,6.2,Hồ Chí Minh,Gò Vấp,1.0
"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",32.0,4.1,3.0,5.0,3,4,Have certificate,Full,5.5,Hà Nội,Đống Đa,1.0
"Đường Thanh Lân, Phường Thanh Trì, Hoàng Mai, Hà Nội",30.0,3.8,2.0,5.0,3,3,Have certificate,No furnishings,4.6,Hà Nội,Hoàng Mai,1.0
"Đường Ấp 6, Xã Lê Minh Xuân, Bình Chánh, Hồ Chí Minh",40.0,4.4,5.0,1.0,2,2,Have certificate,No furnishings,1.3,Hồ Chí Minh,Bình Chánh,0.0
"The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",75.0,6.0,5.0,5.0,1,1,Sale contract,No furnishings,10.0,Hưng Yên,Văn Giang,0.0
"Đường Hồ Học Lãm, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",127.0,4.5,5.0,2.0,3,2,Have certificate,Full,8.45,Hồ Chí Minh,Bình Tân,0.0
"Đường Nguyễn Phúc Chu, Phường 15, Tân Bình, Hồ Chí Minh",48.0,4.0,6.0,3.0,4,3,Have certificate,Full,5.0,Hồ Chí Minh,Tân Bình,1.0
"Đường Trần Thị Trọng, Phường 15, Tân Bình, Hồ Chí Minh",54.0,4.5,4.0,2.0,4,5,Sale contract,No furnishings,4.1,Hồ Chí Minh,Tân Bình,1.0
"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",40.0,3.4,3.0,4.0,4,5,Sale contract,No furnishings,8.15,Hà Nội,Cầu Giấy,1.0
"Đường Đoàn Văn Bơ, Phường 16, Quận 4, Hồ Chí Minh",35.0,3.6,4.0,3.0,3,2,Have certificate,Full,3.75,Hồ Chí Minh,Quận 4,0.0
"Đường Tôn Đản, Phường Hòa An, Cẩm Lệ, Đà Nẵng",80.0,4.0,3.5,2.0,2,2,Have certificate,No furnishings,2.5,Đà Nẵng,Cẩm Lệ,0.0
"Hẻm 1234, Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",98.7,6.0,3.0,2.0,7,4,Have certificate,Basic,5.2,Hồ Chí Minh,Quận 7,1.0
"Dự án Long Việt Riverside, Đường Võ Văn Kiệt, Thị trấn Quang Minh, Mê Linh, Hà Nội",70.0,5.0,11.5,4.0,1,1,Sale contract,No furnishings,5.6,Hà Nội,Mê Linh,0.0
"76/10/24 Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",54.0,3.8,4.0,2.0,2,2,Have certificate,Full,5.65,Hồ Chí Minh,Tân Phú,0.0
"Phố Đồng Nhân, Xã Đông La, Hoài Đức, Hà Nội",36.0,4.0,5.0,3.0,3,3,Have certificate,Full,3.0,Hà Nội,Hoài Đức,0.0
"Đường Xô Viết Nghệ Tĩnh, Phường 24, Bình Thạnh, Hồ Chí Minh",70.0,5.0,5.0,5.0,7,8,Have certificate,No furnishings,6.9,Hồ Chí Minh,Bình Thạnh,1.0
"Đường ĐT 743, Phường Bình Chuẩn, Thuận An, Bình Dương",60.0,4.0,12.0,3.0,4,4,Sale contract,No furnishings,3.7,Bình Dương,Thuận An,1.0
"Đường Số 12, Phường Tam Bình, Thủ Đức, Hồ Chí Minh",60.0,4.0,5.0,3.0,4,3,Have certificate,Full,5.2,Hồ Chí Minh,Thủ Đức,1.0
"đường Võng Thị, Phường Thụy Khuê, Tây Hồ, Hà Nội",33.0,3.3,2.0,5.0,3,3,Have certificate,Full,7.5,Hà Nội,Tây Hồ,1.0
"Đường Tôn Đản, Phường 8, Quận 4, Hồ Chí Minh",49.5,4.5,4.3,3.0,2,2,Have certificate,Full,4.15,Hồ Chí Minh,Quận 4,0.0
"Đường Quang Trung, Phường Yên Nghĩa, Hà Đông, Hà Nội",33.0,4.5,2.5,5.0,3,4,Have certificate,No furnishings,3.65,Hà Nội,Hà Đông,1.0
"Dự án Khu đô thị Xuân Hưng, Đường CSEDP, Phường Quảng Thắng, Thanh Hóa, Thanh Hóa",60.0,5.0,7.5,4.0,1,1,Have certificate,No furnishings,3.16,Thanh Hóa,Thanh Hóa,0.0
"Dự án Green River quận 8, Đường Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh",151.0,7.8,8.0,2.0,2,3,Have certificate,Basic,5.7,Hồ Chí Minh,Quận 8,0.0
"Đường 1A, Phường An Lạc A, Bình Tân, Hồ Chí Minh",68.0,4.5,5.0,3.0,4,4,Have certificate,No furnishings,6.7,Hồ Chí Minh,Bình Tân,1.0
"Số 5 ngõ 7, Đường Hoàng Liên, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",41.5,6.0,5.0,5.0,1,1,Sale contract,No furnishings,4.9,Hà Nội,Bắc Từ Liêm,0.0
"Đường Đồng Nai, Phường 15, Quận 10, Hồ Chí Minh",66.0,6.0,8.0,1.0,5,4,Have certificate,Full,9.9,Hồ Chí Minh,Quận 10,1.0
"Đường Phú Định, Phường 16, Quận 8, Hồ Chí Minh",36.0,4.0,5.0,3.0,4,3,Have certificate,No furnishings,3.5,Hồ Chí Minh,Quận 8,1.0
"Phường Phúc Xá, Ba Đình, Hà Nội",40.0,3.0,5.0,4.0,4,3,Have certificate,Basic,8.5,Hà Nội,Ba Đình,1.0
"Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",45.0,4.2,3.0,4.0,5,4,Have certificate,Basic,6.0,Hà Nội,Hai Bà Trưng,1.0
"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",40.0,4.4,3.0,4.0,3,3,Have certificate,Basic,9.9,Hà Nội,Cầu Giấy,1.0
"Đường 1, Xã Bình Chánh, Bình Chánh, Hồ Chí Minh",75.0,5.0,8.0,2.0,3,2,Have certificate,Full,2.25,Hồ Chí Minh,Bình Chánh,0.0
"Ngõ 124, Đường Do Nha, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",45.0,3.5,7.0,4.0,5,4,Sale contract,Full,4.5,Hà Nội,Nam Từ Liêm,1.0
"Phường Khương Đình, Thanh Xuân, Hà Nội",37.0,4.0,2.5,3.0,2,3,Have certificate,No furnishings,5.5,Hà Nội,Thanh Xuân,0.0
"Đường Bàu Cát 1, Phường 12, Tân Bình, Hồ Chí Minh",38.0,4.5,3.0,5.0,4,5,Sale contract,No furnishings,9.1,Hồ Chí Minh,Tân Bình,1.0
"Đường Hoàng Bật Đạt, Phường 15, Tân Bình, Hồ Chí Minh",54.0,4.0,5.0,4.0,4,5,Have certificate,No furnishings,6.2,Hồ Chí Minh,Tân Bình,1.0
"Đường An Dương, Phường Yên Phụ, Tây Hồ, Hà Nội",35.0,3.5,2.0,5.0,3,4,Have certificate,No furnishings,5.1,Hà Nội,Tây Hồ,1.0
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",58.0,4.65,3.0,4.0,2,3,Have certificate,Basic,5.6,Hà Nội,Hai Bà Trưng,1.0
"Đường Kiêu Kỵ, Xã Kiêu Kỵ, Gia Lâm, Hà Nội",45.0,4.0,5.0,2.0,4,4,Have certificate,No furnishings,3.5,Hà Nội,Gia Lâm,1.0
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",45.0,6.2,4.0,5.0,5,5,Have certificate,Full,7.68,Hà Nội,Đống Đa,1.0
"Đường Lâm Thị Hố, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",126.2,5.6,12.0,1.0,2,1,Sale contract,No furnishings,6.9,Hồ Chí Minh,Quận 12,0.0
"Phường Tân Đông Hiệp, Dĩ An, Bình Dương",173.0,5.0,5.0,2.0,2,2,Have certificate,No furnishings,2.4,Bình Dương,Dĩ An,0.0
"Đường Thượng Thanh, Phường Thượng Thanh, Long Biên, Hà Nội",55.0,3.85,3.5,4.0,5,4,Have certificate,Full,5.5,Hà Nội,Long Biên,1.0
"Royal River City, 80, Đường Hạ Lý, Phường Hạ Lý, Hồng Bàng, Hải Phòng",75.0,5.0,7.0,5.0,5,5,Have certificate,No furnishings,8.8,Hải Phòng,Hồng Bàng,1.0
"Đường Phạm Thế Hiển, Phường 1, Quận 8, Hồ Chí Minh",68.0,4.0,3.0,2.0,6,6,Have certificate,No furnishings,4.95,Hồ Chí Minh,Quận 8,1.0
"Đường Linh Đông, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",44.0,3.5,5.0,3.0,4,3,Have certificate,Basic,3.8,Hồ Chí Minh,Thủ Đức,1.0
"Đường Huỳnh Văn Nghệ, Phường Bửu Long, Biên Hòa, Đồng Nai",90.0,6.0,8.0,1.0,3,2,Have certificate,Full,2.13,Đồng Nai,Biên Hòa,0.0
"Phố Hạ Đình, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",30.0,3.4,3.0,5.0,3,5,Have certificate,Full,3.88,Hà Nội,Thanh Xuân,1.0
"Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",36.0,4.8,5.0,5.0,4,4,Have certificate,Basic,5.65,Hà Nội,Nam Từ Liêm,1.0
"Ngõ 165, Phố Chùa Bộc, Phường Quang Trung, Đống Đa, Hà Nội",37.0,4.4,3.0,5.0,4,4,Have certificate,Full,6.5,Hà Nội,Đống Đa,1.0
"Đường Quang Trung, Phường 12, Gò Vấp, Hồ Chí Minh",70.0,4.1,5.0,5.0,5,5,Have certificate,Full,6.01,Hồ Chí Minh,Gò Vấp,1.0
"Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, Hồ Chí Minh",72.0,4.2,12.0,2.0,6,4,Have certificate,No furnishings,6.75,Hồ Chí Minh,Quận 6,1.0
"Đường Ái Mộ, Phường Bồ Đề, Long Biên, Hà Nội",41.0,4.0,2.8,5.0,3,4,Have certificate,Full,5.7,Hà Nội,Long Biên,1.0
"Đường Ngọc Hà, Phường Ngọc Hà, Ba Đình, Hà Nội",80.0,5.0,2.0,5.0,5,6,Have certificate,No furnishings,9.5,Hà Nội,Ba Đình,1.0
"Ngõ 374, Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội",98.0,6.0,5.0,2.0,3,2,Sale contract,No furnishings,9.6,Hà Nội,Tây Hồ,0.0
"Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",60.0,4.0,9.0,3.0,5,5,Have certificate,Basic,7.6,Hồ Chí Minh,Bình Tân,1.0
"1942, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",82.5,5.5,4.0,2.0,3,2,Have certificate,Full,4.8,Hồ Chí Minh,Nhà Bè,0.0
"Đường Quốc lộ 1A, Xã Nội Duệ, Tiên Du, Bắc Ninh",81.0,4.5,9.0,5.0,5,5,Sale contract,No furnishings,5.8,Bắc Ninh,Tiên Du,1.0
"Đường Thanh Đa, Phường 27, Bình Thạnh, Hồ Chí Minh",157.0,10.0,3.0,4.0,7,7,Have certificate,Basic,10.0,Hồ Chí Minh,Bình Thạnh,1.0
"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",41.0,4.6,3.0,4.0,4,3,Have certificate,No furnishings,5.15,Hà Nội,Hà Đông,1.0
"530/Đường Tỉnh Lộ 10, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",66.0,4.1,7.0,4.0,5,6,Have certificate,Basic,6.8,Hồ Chí Minh,Bình Tân,1.0
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",60.0,4.0,3.0,3.0,4,6,Have certificate,Basic,4.8,Hồ Chí Minh,Quận 7,1.0
"Đường Ngọc Hồi, Xã Ngọc Hồi, Thanh Trì, Hà Nội",80.0,8.0,6.0,4.0,4,3,Have certificate,Full,4.8,Hà Nội,Thanh Trì,1.0
"Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",85.0,5.0,6.0,3.0,4,4,Have certificate,Full,5.99,Hồ Chí Minh,Quận 12,1.0
"Xã Bình Chánh, Bình Chánh, Hồ Chí Minh",85.0,4.4,5.0,3.0,3,4,Have certificate,Full,4.0,Hồ Chí Minh,Bình Chánh,1.0
"Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",70.0,7.0,2.5,4.0,4,4,Have certificate,Full,9.8,Hà Nội,Thanh Xuân,1.0
"Dự án Mũi Né Summerland, Đường Võ Nguyên Giáp, Phường Phú Hài, Phan Thiết, Bình Thuận",111.4,4.4,12.0,4.0,4,4,Sale contract,No furnishings,6.9,Bình Thuận,Phan Thiết,1.0
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",37.0,4.6,3.5,6.0,4,3,Have certificate,Full,7.5,Hà Nội,Hai Bà Trưng,1.0
"Tả Thanh Oai, Thanh Trì, Hà Nội",30.0,3.5,3.0,5.0,3,4,Have certificate,Basic,3.2,Hà Nội,Thanh Trì,1.0
"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",37.0,3.8,3.0,6.0,3,4,Have certificate,Full,8.0,Hà Nội,Thanh Xuân,1.0
"670/87/20 Đường Đoàn Văn Bơ, Phường 16, Quận 4, Hồ Chí Minh",56.5,4.4,5.0,3.0,4,3,Have certificate,No furnishings,4.7,Hồ Chí Minh,Quận 4,1.0
"Phường La Khê, Hà Đông, Hà Nội",47.0,3.5,5.0,4.0,3,3,Sale contract,No furnishings,6.45,Hà Nội,Hà Đông,1.0
"Đường Trưng Nữ Vương, Phường  Hòa Thuận Đông, Hải Châu, Đà Nẵng",44.0,4.5,10.0,4.0,3,3,Have certificate,Full,8.5,Đà Nẵng,Hải Châu,1.0
"Dự án Midori Park, Đường Lý Thái Tổ, Phường Hòa Phú, Thủ Dầu Một, Bình Dương",114.0,6.0,6.0,4.0,5,5,Sale contract,No furnishings,9.2,Bình Dương,Thủ Dầu Một,1.0
"Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",36.0,3.8,2.5,5.0,3,3,Have certificate,No furnishings,6.05,Hà Nội,Thanh Xuân,1.0
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",38.0,4.0,3.0,5.0,3,4,Have certificate,Full,4.5,Hà Nội,Long Biên,1.0
"349A, Đường Ngô Gia Tự, Phường Tấn Tài, Phan Rang - Tháp Chàm, Ninh Thuận",62.12,5.5,5.0,3.0,2,2,Have certificate,Full,5.7,Ninh Thuận,Phan Rang - Tháp Chàm,0.0
"Đường Cổ Nhuế, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",63.0,4.7,3.0,4.0,4,3,Have certificate,Basic,8.6,Hà Nội,Bắc Từ Liêm,1.0
"Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội",32.0,4.1,3.0,6.0,3,4,Sale contract,No furnishings,6.5,Hà Nội,Đống Đa,1.0
"Hẻm 1716/46/, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",21.0,4.4,5.0,3.0,2,2,Have certificate,No furnishings,1.53,Hồ Chí Minh,Nhà Bè,0.0
"Đường Đê La Thành, Phường Kim Mã, Ba Đình, Hà Nội",31.0,4.4,5.0,5.0,3,4,Have certificate,No furnishings,9.5,Hà Nội,Ba Đình,1.0
"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội",55.0,5.0,4.0,5.0,4,4,Have certificate,Full,9.29,Hà Nội,Long Biên,1.0
"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",41.0,4.5,3.5,5.0,4,4,Have certificate,Full,6.6,Hà Nội,Cầu Giấy,1.0
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",35.0,4.1,2.5,5.0,2,2,Sale contract,No furnishings,6.85,Hà Nội,Ba Đình,1.0
"Dự án The Orchard Sycamore, Đường Hùng Vương, Phường Hòa Phú, Thủ Dầu Một, Bình Dương",90.0,6.0,10.0,3.0,4,4,Sale contract,No furnishings,8.7,Bình Dương,Thủ Dầu Một,1.0
"Đường Đậu Yên, Phường Trung Đô, Vinh, Nghệ An",175.0,10.0,9.0,3.0,5,3,Have certificate,Full,9.1,Nghệ An,Vinh,1.0
"Đường La Tinh, Xã Đông La, Hoài Đức, Hà Nội",30.5,4.0,3.0,4.0,3,3,Have certificate,Full,2.65,Hà Nội,Hoài Đức,1.0
"Đường Nguyễn Văn Trỗi, Phường Cẩm Thuỷ, Cẩm Phả, Quảng Ninh",127.0,9.0,5.0,1.0,2,1,Have certificate,Basic,2.16,Quảng Ninh,Cẩm Phả,0.0
"Đường Nguyễn Khoa Chiêm, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",120.0,5.0,5.0,2.0,3,3,Have certificate,Full,4.55,Đà Nẵng,Cẩm Lệ,0.0
"Dự án Him Lam Hùng Vương, Phường Hùng Vương, Hồng Bàng, Hải Phòng",50.0,4.0,6.0,4.0,4,3,Have certificate,No furnishings,3.7,Hải Phòng,Hồng Bàng,1.0
"Đường Trường Chinh, Phường 12, Tân Bình, Hồ Chí Minh",60.0,10.0,10.0,3.0,5,3,Have certificate,No furnishings,9.99,Hồ Chí Minh,Tân Bình,1.0
"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",91.0,4.0,5.0,4.0,4,4,Have certificate,No furnishings,9.3,Hồ Chí Minh,Gò Vấp,1.0
"Đường Giao Quang, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",74.0,4.4,3.0,5.0,7,4,Have certificate,No furnishings,5.5,Hà Nội,Nam Từ Liêm,1.0
"Đường Lý Sơn, Phường Thượng Thanh, Long Biên, Hà Nội",32.0,3.5,3.0,4.0,3,3,Have certificate,Full,3.95,Hà Nội,Long Biên,1.0
"Đường Hồ Tùng Mậu, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",52.0,4.6,6.0,4.0,4,4,Have certificate,No furnishings,8.6,Hà Nội,Bắc Từ Liêm,1.0
"Phố Lạch Tray, Phường Đằng Giang, Ngô Quyền, Hải Phòng",50.0,4.0,3.0,3.0,3,3,Have certificate,Full,2.75,Hải Phòng,Ngô Quyền,0.0
"Đường Thượng Phúc, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",36.0,4.0,3.0,5.0,4,4,Have certificate,Full,2.8,Hà Nội,Thanh Trì,1.0
"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",50.0,5.0,2.0,6.0,4,5,Have certificate,Basic,6.5,Hà Nội,Long Biên,1.0
"đường Võng Thị, Phường Bưởi, Tây Hồ, Hà Nội",70.0,4.5,2.5,5.0,5,5,Have certificate,Basic,10.0,Hà Nội,Tây Hồ,1.0
"Phố Tôn Đức Thắng, Phường Hòa Khánh Nam, Liên Chiểu, Đà Nẵng",97.3,5.0,5.0,3.0,3,3,Have certificate,Full,3.49,Đà Nẵng,Liên Chiểu,0.0
